,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,CEP,Aprovado,Reprovado,lat,long,inice
183,183,183,183,59078040,5,0,-5.8392594,-35.205117,1.0
184,184,184,184,59078410,5,0,-5.8448739000000005,-35.19799120000001,1.0
185,185,185,185,59145580,5,2,-5.9117422,-35.2782779,0.7142857142857143
186,186,186,186,59515000,5,4,-5.6029364,-36.5661908,0.5555555555555556
187,187,187,187,59052010,5,7,,,0.4166666666666667
188,188,188,188,59075260,5,3,-5.826397,-35.2018509,0.625
189,189,189,189,59050110,5,7,-5.8013675000000005,-35.23367639999999,0.4166666666666667
190,190,190,190,59141280,5,8,-5.9205235,-35.2785291,0.38461538461538464
191,191,191,191,59050350,5,2,-5.8101182,-35.230603,0.7142857142857143
192,192,192,192,59092200,5,6,-5.8775251,-35.1814221,0.4545454545454545
193,193,193,193,59075100,5,8,-5.8250980000000006,-35.2011519,0.38461538461538464
194,194,194,194,59155470,5,4,-5.924736999999999,-35.2515102,0.5555555555555556
195,195,195,195,59138180,5,5,-5.7341935999999984,-35.265050099999996,0.5
196,196,196,196,59139290,5,0,-5.7308891,-35.2663718,1.0
197,197,197,197,59067320,5,1,,,0.8333333333333334
198,198,198,198,59086005,5,2,-5.8633267,-35.21516589999999,0.7142857142857143
199,199,199,199,59120260,5,9,,,0.35714285714285715
200,200,200,200,59062350,5,0,-5.8178335,-35.2164071,1.0
201,201,201,201,59140500,5,8,,,0.38461538461538464
202,202,202,202,59014020,5,7,-5.784514700000001,-35.195037,0.4166666666666667
203,203,203,203,59215000,5,4,-6.4472391,-35.4124355,0.5555555555555556
204,204,204,204,59132030,5,3,,,0.625
205,205,205,205,59066020,5,0,-5.847900900000001,-35.2206949,1.0
206,206,206,206,59064320,5,8,-5.827489799999999,-35.2228273,0.38461538461538464
207,207,207,207,59022020,5,3,-5.7942532999999985,-35.2059814,0.625
208,208,208,208,59074590,5,0,-5.8255973,-35.2532193,1.0
209,209,209,209,59148760,5,3,-5.8835329000000005,-35.23813339999999,0.625
210,210,210,210,59064280,5,2,-5.8304594000000005,-35.228454299999996,0.7142857142857143
211,211,211,211,59072450,5,4,-5.8284053,-35.2445802,0.5555555555555556
212,212,212,212,59014100,5,1,,,0.8333333333333334
213,213,213,213,59149025,5,1,-5.8817736,-35.232819299999996,0.8333333333333334
214,214,214,214,59068720,5,0,,,1.0
215,215,215,215,59150815,5,0,-5.8828274999999985,-35.21033040000001,1.0
216,216,216,216,59153025,5,1,-5.8957747000000005,-35.2085091,0.8333333333333334
217,217,217,217,59149280,5,6,-5.8837584000000005,-35.242211,0.4545454545454545
218,218,218,218,59071080,5,1,,,0.8333333333333334
219,219,219,219,59090710,5,0,-5.8839904,-35.17752479999999,1.0
220,220,220,220,59070750,5,5,,,0.5
221,221,221,221,59020240,5,2,-5.7943137,-35.2020941,0.7142857142857143
222,222,222,222,59072800,5,0,-5.8334247999999995,-35.2420726,1.0
223,223,223,223,59082260,5,0,-5.8691206,-35.1882878,1.0
224,224,224,224,59074420,5,8,-5.827433,-35.253036,0.38461538461538464
225,225,225,225,59148360,5,0,-5.8921712999999984,-35.237645,1.0
226,226,226,226,59147130,5,5,-5.8945074,-35.2693061,0.5
227,227,227,227,59090310,5,7,,,0.4166666666666667
228,228,228,228,59995000,5,4,,,0.5555555555555556
229,229,229,229,59068310,5,7,-5.853871,-35.24123600000001,0.4166666666666667
230,230,230,230,59123345,4,1,,,0.8
231,231,231,231,59037390,4,5,-5.8050386,-35.22195749999999,0.4444444444444444
232,232,232,232,59031150,4,2,-5.8031682999999985,-35.2124854,0.6666666666666666
233,233,233,233,59031120,4,2,-5.805763400000001,-35.2123139,0.6666666666666666
234,234,234,234,59122262,4,5,-5.7462423,-35.2366218,0.4444444444444444
235,235,235,235,59122120,4,5,-5.750660799999999,-35.2035369,0.4444444444444444
236,236,236,236,59152623,4,6,,,0.4
237,237,237,237,59140020,4,4,-5.9101284000000005,-35.2599178,0.5
238,238,238,238,59065290,4,7,-5.834346900000001,-35.2169678,0.3636363636363637
239,239,239,239,59136160,4,1,-5.7231887000000015,-35.2485232,0.8
240,240,240,240,59138490,4,12,,,0.25
241,241,241,241,59247000,4,5,-6.1459019,-35.5110513,0.4444444444444444
242,242,242,242,59030490,4,0,,,1.0
243,243,243,243,59090320,4,9,-5.8866665000000005,-35.1703225,0.3076923076923077
244,244,244,244,59122080,4,2,-5.7469871,-35.206206,0.6666666666666666
245,245,245,245,59104230,4,1,-5.772736599999999,-35.25487469999999,0.8
246,246,246,246,59010670,4,6,-5.7714987,-35.2016784,0.4
247,247,247,247,59066030,4,3,-5.847696599999999,-35.2174828,0.5714285714285714
248,248,248,248,59152780,4,8,,,0.3333333333333333
249,249,249,249,12723000,4,4,,,0.5
250,250,250,250,59082190,4,6,-5.8641929999999975,-35.191392,0.4
251,251,251,251,59076700,4,0,-5.834340900000001,-35.207,1.0
252,252,252,252,59062000,4,1,,,0.8
253,253,253,253,59015400,4,9,-5.8133627999999975,-35.19688710000001,0.3076923076923077
254,254,254,254,59015430,4,8,-5.816641100000001,-35.2000152,0.3333333333333333
255,255,255,255,59075010,4,4,-5.8209425999999995,-35.2108254,0.5
256,256,256,256,59110000,4,6,-5.756317900000001,-35.25593509999999,0.4
257,257,257,257,59068380,4,4,-5.8564827999999975,-35.23657160000001,0.5
258,258,258,258,12710520,4,5,-22.5667873,-44.9585016,0.4444444444444444
259,259,259,259,59072610,4,11,,,0.26666666666666666
260,260,260,260,59022180,4,3,-5.8072551,-35.20374210000001,0.5714285714285714
261,261,261,261,59068650,4,6,-5.851741400000001,-35.236902,0.4
262,262,262,262,59170000,4,8,-6.1869538,-35.2038559,0.3333333333333333
263,263,263,263,59628608,4,6,-5.2317843,-37.31848919999999,0.4
264,264,264,264,59020130,4,0,-5.7896813,-35.2054434,1.0
265,265,265,265,59020620,4,2,-5.8035653,-35.2034256,0.6666666666666666
266,266,266,266,5021000,4,2,,,0.6666666666666666
267,267,267,267,59052220,4,0,-5.8099273999999985,-35.23154779999999,1.0
268,268,268,268,51020011,4,5,-8.113312599999999,-34.891791600000005,0.4444444444444444
269,269,269,269,59145510,4,7,-5.9140199,-35.2809816,0.3636363636363637
270,270,270,270,59080520,4,3,-5.859082,-35.2070605,0.5714285714285714
271,271,271,271,59014680,4,1,,,0.8
272,272,272,272,59151540,4,1,,,0.8
273,273,273,273,59142185,4,0,,,1.0
274,274,274,274,69055021,4,3,-3.0846185,-60.009281200000004,0.5714285714285714
275,275,275,275,53240210,4,4,-8.0082303,-34.8535074,0.5
276,276,276,276,59078970,4,2,,,0.6666666666666666
277,277,277,277,59052700,4,5,-5.8102725999999985,-35.2286208,0.4444444444444444
278,278,278,278,59140780,4,1,-5.9224497000000005,-35.2688586,0.8
279,279,279,279,59141065,4,6,-5.9167511,-35.2755731,0.4
280,280,280,280,59078180,4,6,-5.8440775,-35.20514,0.4
281,281,281,281,59140820,4,2,-5.919927299999999,-35.26801470000001,0.6666666666666666
282,282,282,282,59080370,4,5,-5.8570705,-35.2087753,0.4444444444444444
283,283,283,283,59054375,4,2,-5.808578400000001,-35.2219744,0.6666666666666666
284,284,284,284,59120070,4,3,,,0.5714285714285714
285,285,285,285,59114660,3,8,-5.7592691999999985,-35.2772177,0.2727272727272727
286,286,286,286,59114500,3,1,,,0.75
287,287,287,287,59965000,3,1,,,0.75
288,288,288,288,59155256,3,1,,,0.75
289,289,289,289,59155775,3,6,,,0.3333333333333333
290,290,290,290,59155530,3,1,-5.9249718,-35.2468177,0.75
291,291,291,291,59025470,3,1,-5.7875707000000025,-35.211196,0.75
292,292,292,292,59124230,3,0,-5.743068599999999,-35.24932529999999,1.0
293,293,293,293,59152825,3,1,-5.8904195999999995,-35.213380799999996,0.75
294,294,294,294,59020330,3,9,-5.798324900000001,-35.2027312,0.25
295,295,295,295,59149303,3,1,,,0.75
296,296,296,296,59020110,3,8,,,0.2727272727272727
297,297,297,297,59148900,3,1,,,0.75
298,298,298,298,59148556,3,1,,,0.75
299,299,299,299,59148370,3,1,-5.8909566999999985,-35.2365677,0.75
300,300,300,300,59148350,3,1,-5.8932182,-35.2361375,0.75
301,301,301,301,59060710,3,1,-5.814995400000001,-35.2484465,0.75
302,302,302,302,59151023,3,1,,,0.75
303,303,303,303,59143455,3,5,-5.9378879,-35.2768154,0.375
304,304,304,304,59141450,3,0,-5.9252758000000005,-35.2772855,1.0
305,305,305,305,59056300,3,0,-5.8206238,-35.20494229999999,1.0
306,306,306,306,59014600,3,8,-5.7949613,-35.19826420000001,0.2727272727272727
307,307,307,307,59062257,3,6,-5.8107614000000005,-35.2355189,0.3333333333333333
308,308,308,308,59151800,3,0,-5.8907329000000015,-35.1969792,1.0
309,309,309,309,59140610,3,3,-5.9273094,-35.26405529999999,0.5
310,310,310,310,59139430,3,3,-5.730695,-35.2694183,0.5
311,311,311,311,59152160,3,0,-5.8915793,-35.1915651,1.0
312,312,312,312,59136180,3,8,-5.7220983,-35.2476496,0.2727272727272727
313,313,313,313,59152210,3,1,-5.8951851999999985,-35.1945301,0.75
314,314,314,314,59132510,3,1,-5.7392007000000005,-35.2395372,0.75
315,315,315,315,59132120,3,5,,,0.375
316,316,316,316,59152480,3,1,-5.8902521,-35.20723070000001,0.75
317,317,317,317,59152640,3,3,-5.8995899000000005,-35.2000059,0.5
318,318,318,318,59152690,3,1,-5.8926387999999985,-35.206047399999996,0.75
319,319,319,319,59178000,3,8,-6.2211805999999985,-35.1048713,0.2727272727272727
320,320,320,320,97050023,3,6,-29.685606300000003,-53.8010895,0.3333333333333333
321,321,321,321,59830000,3,0,-5.8499718000000005,-38.08430080000001,1.0
322,322,322,322,59012340,3,0,-5.7833937,-35.1959494,1.0
323,323,323,323,59073120,3,3,-5.8533365,-35.25280420000001,0.5
324,324,324,324,59073143,3,4,-5.8581154,-35.2527301,0.42857142857142855
325,325,325,325,59042250,3,1,-5.7971037,-35.2420726,0.75
326,326,326,326,59560000,3,1,-5.613889500000001,-35.6751446,0.75
327,327,327,327,59091170,3,6,-5.8791945,-35.1983101,0.3333333333333333
328,328,328,328,58401718,3,13,-7.203868899999999,-35.881663,0.1875
329,329,329,329,59075290,3,4,,,0.42857142857142855
330,330,330,330,59075710,3,7,-5.8233087999999995,-35.2154335,0.3
331,331,331,331,59090486,3,4,-5.886096,-35.1710555,0.42857142857142855
332,332,332,332,59230000,3,1,-6.243001599999999,-36.197976399999995,0.75
333,333,333,333,59012330,3,7,-5.7842065,-35.19525820000001,0.3
334,334,334,334,59090000,3,0,,,1.0
335,335,335,335,59088760,3,10,-5.8781604000000005,-35.20415960000001,0.2307692307692308
336,336,336,336,59078160,3,0,-5.8427866999999996,-35.2046555,1.0
337,337,337,337,59012060,3,5,,,0.375
338,338,338,338,59078170,3,3,-5.8431761999999985,-35.2044456,0.5
339,339,339,339,59088460,3,2,-5.8747489999999996,-35.2081547,0.6
340,340,340,340,59318000,3,9,-6.5879135999999985,-37.339976799999995,0.25
341,341,341,341,59080090,3,7,-5.8530016,-35.20474570000001,0.3
342,342,342,342,59082000,3,10,-5.8609254,-35.19550510000001,0.2307692307692308
343,343,343,343,59335000,3,0,-6.1405444000000005,-36.825027399999996,1.0
344,344,344,344,59114020,3,6,-5.7565155,-35.2695997,0.3333333333333333
345,345,345,345,58280000,3,1,-6.6835128999999975,-35.148879,0.75
346,346,346,346,59150330,3,7,-5.8803861,-35.21270399999999,0.3
347,347,347,347,58915000,3,1,-6.5137158999999984,-38.3797799,0.75
348,348,348,348,59070620,3,11,,,0.21428571428571427
349,349,349,349,59068570,3,5,-5.8524284999999985,-35.2401434,0.375
350,350,350,350,59110610,3,11,-5.7589958,-35.25666140000001,0.21428571428571427
351,351,351,351,59213000,3,1,-6.4408579,-35.93699520000001,0.75
352,352,352,352,22725150,3,1,-22.9091329,-43.3909325,0.75
353,353,353,353,59600200,3,7,-5.1939994999999985,-37.3437227,0.3
354,354,354,354,59037000,3,6,-5.8000587999999995,-35.22192620000001,0.3333333333333333
355,355,355,355,18682430,3,4,-22.619056,-48.8018984,0.42857142857142855
356,356,356,356,59108000,3,2,,,0.6
357,357,357,357,59064902,3,6,,,0.3333333333333333
358,358,358,358,59072820,3,9,,,0.25
359,359,359,359,59037250,3,12,-5.8048205,-35.2314333,0.2
360,360,360,360,59150446,2,2,,,0.5
361,361,361,361,59078460,2,3,,,0.4
362,362,362,362,59082140,2,1,-5.863079,-35.1959036,0.6666666666666666
363,363,363,363,59143250,2,2,,,0.5
364,364,364,364,59068820,2,0,-5.8550217,-35.2335208,1.0
365,365,365,365,59149323,2,3,-5.8807111,-35.248092299999996,0.4
366,366,366,366,52110000,2,1,-8.029342999999999,-34.897263,0.6666666666666666
367,367,367,367,59470000,2,2,,,0.5
368,368,368,368,59151550,2,2,-5.886822,-35.2013643,0.5
369,369,369,369,59060215,2,3,,,0.4
370,370,370,370,59080100,2,5,-5.8514599999999986,-35.2063837,0.2857142857142857
371,371,371,371,59430000,2,1,-6.0230027,-35.8498078,0.6666666666666666
372,372,372,372,59054060,2,2,-5.806560699999999,-35.225673,0.5
373,373,373,373,59149326,2,0,-5.8805438,-35.24860560000001,1.0
374,374,374,374,59054550,2,3,-5.817342,-35.2211281,0.4
375,375,375,375,59149316,2,2,-5.8809884000000014,-35.24723789999999,0.5
376,376,376,376,59070370,2,1,-5.828476999999999,-35.2360453,0.6666666666666666
377,377,377,377,59141180,2,3,-5.918807699999999,-35.27267310000001,0.4
378,378,378,378,59141070,2,2,,,0.5
379,379,379,379,55014330,2,2,-8.2669391,-35.9730744,0.5
380,380,380,380,59148430,2,1,-5.8913959,-35.2344219,0.6666666666666666
381,381,381,381,59145450,2,4,-5.9170269,-35.2798098,0.3333333333333333
382,382,382,382,59067620,2,1,,,0.6666666666666666
383,383,383,383,59147140,2,2,-5.8941047,-35.26919229999999,0.5
384,384,384,384,59073100,2,2,,,0.5
385,385,385,385,59148630,2,0,-5.8791988,-35.23621729999999,1.0
386,386,386,386,59148333,2,8,-5.8931878,-35.2366861,0.2
387,387,387,387,59150690,2,1,,,0.6666666666666666
388,388,388,388,59060530,2,0,,,1.0
389,389,389,389,59151000,2,8,-5.8805345,-35.210330600000006,0.2
390,390,390,390,59631450,2,4,-5.21713,-37.33824420000001,0.3333333333333333
391,391,391,391,59074120,2,4,-5.8226043,-35.2636073,0.3333333333333333
392,392,392,392,59147230,2,0,,,1.0
393,393,393,393,46400000,2,4,-13.9826834,-42.5117238,0.3333333333333333
394,394,394,394,59144850,2,1,-5.9436512000000015,-35.28800779999999,0.6666666666666666
395,395,395,395,59146415,2,8,-5.9001229,-35.25803300000001,0.2
396,396,396,396,59146230,2,2,,,0.5
397,397,397,397,59015350,2,4,-5.8042696,-35.2091494,0.3333333333333333
398,398,398,398,71100131,2,0,,,1.0
399,399,399,399,59054680,2,2,-5.8116987,-35.21329429999999,0.5
400,400,400,400,59076500,2,1,-5.8304601,-35.2053862,0.6666666666666666
